,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-4269,0.230608394,0.272057603,0.521410333,0.521772557,0.601828699,NA
hsa-miR-4270,0.243353234,0.082638379,0.611939344,0.135043416,0.892577548,NA
hsa-miR-4271,1.027110345,-0.847038622,0.750373455,-1.128822744,0.258972616,NA
hsa-miR-4273,0.361960539,0.380847838,0.682890384,0.557699811,0.577049387,NA
hsa-miR-4274,0.08386754,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4276,0.171859388,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4277,0.34878131,0.144883254,0.730849923,0.198239405,0.842857759,NA
hsa-miR-4279,0.390664789,-0.275633117,0.726828499,-0.379227174,0.704519174,NA
hsa-miR-4280,0.351656682,-0.086937329,0.727861427,-0.119442144,0.904925074,NA
hsa-miR-4281,0.487004354,0.361857803,0.72987912,0.495777716,0.620051248,NA
hsa-miR-4283,0.099473151,-0.104730149,0.520432705,-0.201236679,0.840513513,NA
hsa-miR-4284,4230.739806,1.447853811,0.349988632,4.136859542,3.52E-05,0.000610819
hsa-miR-4286,32.66999166,-0.166868096,0.278929589,-0.598244511,0.549676796,0.777177636
hsa-miR-4287,0.213910419,0.186069641,0.593387415,0.313571937,0.753846176,NA
hsa-miR-4289,1.838497229,0.077331685,0.717554759,0.107771126,0.914177247,0.972354153
hsa-miR-429,36.43855249,0.189284782,0.267120018,0.70861324,0.478564517,0.716257754
hsa-miR-4290,0.273965997,0.663307567,0.69324073,0.956821402,0.338657408,NA
hsa-miR-4291,0.598307705,0.057126425,0.753366417,0.075828208,0.939555774,NA
hsa-miR-4292,0.150129547,0.068510547,0.56956016,0.120286761,0.904255991,NA
hsa-miR-4293,0.160743208,-0.184560882,0.520432705,-0.354629676,0.722867041,NA
hsa-miR-4294,0.124962636,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4295,0.08386754,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4296,1.381980312,0.106332839,0.701892368,0.151494508,0.879585643,NA
hsa-miR-4297,0.806717568,0.825681062,0.747020264,1.105299416,0.269029871,NA
hsa-miR-4298,0.733991215,0.016143939,0.743564727,0.021711545,0.982678054,NA
hsa-miR-4299,0.126591606,0.134762049,0.520432705,0.258942315,0.795679749,NA
hsa-miR-4300,0.402198502,0.357605723,0.727386901,0.491630689,0.622980444,NA
hsa-miR-4301,6330.900536,0.861453332,0.314024013,2.74327216,0.006083025,0.036943678
hsa-miR-4302,0.260898588,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4303,0.208053974,0.071900747,0.59385265,0.121075063,0.903631581,NA
hsa-miR-4305,0.194554641,0.179272723,0.583585483,0.307191882,0.758697324,NA
hsa-miR-4306,0.237648003,-0.035770878,0.601525072,-0.059466978,0.952580167,NA
hsa-miR-4307,0.252950961,0.298370671,0.521889978,0.571711822,0.567517224,NA
hsa-miR-4308,0.12365957,-0.104730149,0.520432705,-0.201236679,0.840513513,NA
hsa-miR-4309,0.340078293,-0.233799053,0.696428386,-0.33571155,0.737088395,NA
hsa-miR-431-3p,99.40513605,0.437581855,0.34359569,1.273537092,0.202827519,0.444268646
hsa-miR-431-5p,6.882493592,1.024051948,0.475694056,2.152753299,0.031338072,0.12381495
hsa-miR-4311,0.186451271,0.275722103,0.583642542,0.472416048,0.636629852,NA
hsa-miR-4312,0.250808663,0.31362823,0.723829326,0.433290307,0.664803879,NA
hsa-miR-4313,0.584469462,1.051956656,0.752348387,1.398230758,0.162043783,NA
hsa-miR-4314,0.094469028,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4315,0.357449046,0.267712715,0.731556372,0.365949536,0.714402732,NA
hsa-miR-4316,0.130483881,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4317,0.762279641,-0.938508183,0.745543946,-1.258823425,0.208094117,NA
hsa-miR-4318,18.09092214,-1.289372581,0.372635838,-3.460141104,0.000539892,0.005385297
hsa-miR-4319,0.107932345,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-432-3p,3.107725146,0.390504347,0.551469653,0.708115751,0.478873379,0.716257754
hsa-miR-432-5p,239.2187133,0.439500211,0.302731461,1.451782413,0.146562115,0.359368934
hsa-miR-4320,0.419900855,0.324031397,0.728054766,0.445064592,0.656273076,NA
hsa-miR-4322,1.523693408,1.542574764,0.686041104,2.24851653,0.024543272,NA
hsa-miR-4323,0.505368598,-0.080453872,0.749096832,-0.107401164,0.914470731,NA
hsa-miR-4324,3.486610439,-0.031175622,0.5405211,-0.057676975,0.954005934,0.986025877
hsa-miR-4326,12.56701959,-1.114557145,0.379114719,-2.939894154,0.003283244,0.022615502
hsa-miR-4327,0.331960173,0.634101342,0.691164619,0.91743895,0.35891267,NA
hsa-miR-4328,0.116629218,-0.104730149,0.520432705,-0.201236679,0.840513513,NA
hsa-miR-4329,0.16287333,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-433-3p,168.8924541,0.609608346,0.378131978,1.612157609,0.106927647,0.293840542
hsa-miR-433-5p,7.681102223,1.580147776,0.437296634,3.613446006,0.000302154,0.003503168
hsa-miR-4330,0.387642369,0.256618666,0.73223729,0.350458342,0.725994749,NA
hsa-miR-4417,4.005173896,0.580252555,0.492440172,1.178320919,0.238668691,0.488058827
hsa-miR-4419a,44.40936525,1.685301682,0.294435805,5.723834028,1.04E-08,9.09E-07
hsa-miR-4419b,3.607429704,0.867941786,0.565157199,1.535752863,0.124599005,0.327921338
hsa-miR-4420,0.221065023,-0.257208036,0.594650548,-0.432536447,0.665351568,NA
hsa-miR-4421,6.761221267,-0.217032732,0.426898655,-0.50839404,0.611177031,0.80871607
hsa-miR-4422,0.45227403,-0.077600275,0.727356304,-0.106688118,0.915036409,NA
hsa-miR-4423-3p,0.97511452,-0.31609022,0.749601902,-0.421677452,0.673260465,NA
hsa-miR-4423-5p,1.463706848,-1.026977687,0.752246847,-1.36521368,0.1721859,NA
hsa-miR-4424,2.231111579,-0.542582787,0.633341523,-0.856698586,0.391611485,0.654979592
hsa-miR-4425,0.111107973,-0.104730149,0.520432705,-0.201236679,0.840513513,NA
hsa-miR-4426,4.696842829,-0.284339659,0.559911464,-0.507829679,0.611572794,0.80871607
hsa-miR-4427,0.155370381,0,0.520432705,0,1,NA
hsa-miR-4428,0.485771745,1.009558409,0.750934016,1.344403619,0.178817904,NA
hsa-miR-4429,0.767092048,-1.765207412,0.750778564,-2.35116917,0.018714523,NA
hsa-miR-4430,2.902158973,1.121313983,0.635380519,1.764791252,0.077598855,0.237890056
hsa-miR-4431,2.098583493,-1.799298024,0.702918909,-2.559751914,0.010474691,0.056241032
hsa-miR-4432,0.093930831,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4433a-3p,2.491993462,0.16809583,0.741072003,0.226827932,0.820557543,0.92878243
hsa-miR-4433a-5p,1.040314055,0.573207658,0.753218963,0.761010658,0.446650702,NA
hsa-miR-4433b-3p,0.093403967,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4433b-5p,0.940082064,0.412119955,0.726145477,0.567544615,0.570344224,NA
hsa-miR-4434,0.088947783,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4435,0.136225228,0.134762049,0.520432705,0.258942315,0.795679749,NA
hsa-miR-4436a,0.223908923,-0.049703636,0.673940287,-0.0737508,0.941208676,NA
hsa-miR-4436b-3p,0.180795786,0.073739439,0.586175099,0.125797631,0.899892117,NA
hsa-miR-4436b-5p,0.281276962,0.272223408,0.603735739,0.450898282,0.652062862,NA
hsa-miR-4437,0.177761326,0.073252652,0.584676702,0.125287448,0.900295989,NA
hsa-miR-4438,0.30756723,0.514736915,0.725716606,0.709280883,0.478150189,NA
hsa-miR-4440,0.72977642,1.070366015,0.741636541,1.443248756,0.14895041,NA
hsa-miR-4443,7.069337987,0.307221112,0.420471712,0.730658219,0.464987942,0.708234421
hsa-miR-4444,1.365623368,-1.157079996,0.689689407,-1.677682713,0.093409056,NA
hsa-miR-4445-5p,0.259763185,0.104733571,0.676190219,0.154887734,0.876909824,NA
hsa-miR-4446-3p,4.71779212,0.282483979,0.485019418,0.582417876,0.560285243,0.785299397
hsa-miR-4446-5p,0.226688552,0.37837019,0.600785382,0.629792603,0.528830286,NA
hsa-miR-4447,0.15882642,-0.031760524,0.574630324,-0.055271229,0.955922383,NA
hsa-miR-4448,1379.330689,-1.841618522,0.409958684,-4.492205179,7.05E-06,0.000171344
hsa-miR-4449,3.478160178,2.01456818,0.589623689,3.416701564,0.000633847,0.006088422
hsa-miR-4450,0.344414663,-0.273176039,0.724607841,-0.376998459,0.70617475,NA
hsa-miR-4451,3.001534072,-0.75446149,0.595795125,-1.266310277,0.205402019,0.448447309
hsa-miR-4452,0.753620584,0.126652775,0.752325333,0.168348411,0.86630919,NA
hsa-miR-4454,349.1430585,-0.859116178,0.207796745,-4.13440634,3.56E-05,0.000610819
hsa-miR-4455,0.246385731,0.13277995,0.521315058,0.254701927,0.798953328,NA
hsa-miR-4456,0.100076135,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4458,0.188016963,-0.250481403,0.588653048,-0.425516191,0.670460421,NA
hsa-miR-4459,14.94423533,1.197765882,0.35046841,3.417614395,0.000631725,0.006088422
hsa-miR-4460,0.115719827,-0.104730149,0.520432705,-0.201236679,0.840513513,NA
hsa-miR-4461,15.75290313,1.896144268,0.379864939,4.991627482,5.99E-07,2.98E-05
hsa-miR-4463,1.203326636,0.631122406,0.68600466,0.919997259,0.357574192,NA
hsa-miR-4464,0.260967762,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4466,1.20096206,0.414139863,0.721692559,0.573845273,0.566072509,NA
hsa-miR-4467,0.313553246,-0.041167289,0.679749402,-0.06056245,0.951707679,NA
hsa-miR-4468,0.574116826,-0.112954463,0.73479175,-0.153723096,0.877828073,NA
hsa-miR-4469,0.314239395,0.090054817,0.677591967,0.132904199,0.894269146,NA
hsa-miR-4470,0.54675376,-1.042536431,0.752852494,-1.384781799,0.166119198,NA
hsa-miR-4472,4.545778402,1.149278383,0.482147472,2.383665685,0.017141166,0.080478929
hsa-miR-4473,0.899821901,-0.030947072,0.732950147,-0.042222615,0.966321235,NA
hsa-miR-4474-3p,1.932791294,-1.128632407,0.715778843,-1.576789281,0.114844019,0.311199488
hsa-miR-4476,0.172154219,0.072336751,0.581831063,0.124326038,0.901057132,NA
hsa-miR-4477a,0.322461046,-0.055270092,0.695330056,-0.079487564,0.936644823,NA
hsa-miR-4477b,1.309038158,1.140346227,0.70812352,1.61037756,0.107315456,NA
hsa-miR-4478,0.202696204,0.13199591,0.520478388,0.253604978,0.79980075,NA
hsa-miR-4479,1.001405207,-0.445649211,0.686378293,-0.649276376,0.516159753,NA
hsa-miR-448,14.11095317,0.258222669,0.562069934,0.459413774,0.645937059,0.830830591
hsa-miR-4481,0.309670547,-0.054640628,0.693101633,-0.078834944,0.937163909,NA
hsa-miR-4482-3p,2.156463572,1.003552056,0.753354896,1.332110619,0.182823841,0.416436684
hsa-miR-4482-5p,0.575587387,0.107996373,0.741137692,0.145717015,0.884144788,NA
hsa-miR-4483,0.139786552,0.1629577,0.562598915,0.289651643,0.772082754,NA
hsa-miR-4484,2.635396648,0.700688016,0.619838068,1.130437209,0.258292043,0.508330392
hsa-miR-4485-3p,168.6620693,2.720218571,0.393972909,6.904582802,5.04E-12,7.53E-10
hsa-miR-4485-5p,75.51971966,3.339164241,0.491259197,6.797153647,1.07E-11,1.40E-09
hsa-miR-4486,1.350363713,-0.837873704,0.712145574,-1.176548355,0.239375821,NA
hsa-miR-4487,0.938375428,0.485749247,0.712069532,0.68216547,0.495134326,NA
hsa-miR-4488,57.78141098,0.157906094,0.406389051,0.388558929,0.697602454,0.859683288
hsa-miR-4489,0.378193368,0.783825612,0.736502868,1.064253306,0.287213964,NA
hsa-miR-4490,0.15183084,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4491,0.444306079,-0.057824278,0.701964382,-0.082374945,0.934348559,NA
hsa-miR-4492,31.30913279,-0.120684723,0.529882918,-0.227757339,0.819834894,0.92878243
hsa-miR-4493,0.295589164,0.343678104,0.522788955,0.657393581,0.510927878,NA
hsa-miR-4494,0.411000223,1.165008236,0.751380276,1.550490841,0.12102375,NA
hsa-miR-4495,0.306370116,0.152539805,0.744126077,0.204991882,0.837578467,NA
hsa-miR-4496,4.25888308,0.541248337,0.463507601,1.167722679,0.242918646,0.49289888
hsa-miR-4497,24.38319763,-0.927293578,0.547530259,-1.6935933,0.090342592,0.262018543
hsa-miR-4498,0.364797581,0.696796724,0.738741085,0.943221837,0.345567446,NA
hsa-miR-4499,2.062304576,2.820296281,0.677774736,4.161111549,3.17E-05,0.000581732
hsa-miR-449a,8.442165962,-0.048907379,0.532798572,-0.091793376,0.926862207,0.972354153
hsa-miR-449b-3p,0.118206612,-0.104730149,0.520432705,-0.201236679,0.840513513,NA
hsa-miR-449b-5p,1.210622868,0.171961629,0.742977731,0.231449238,0.816965817,NA
hsa-miR-449c-3p,0.345751944,0.526435135,0.748193202,0.703608551,0.481676585,NA
hsa-miR-449c-5p,1.563038873,-0.281525394,0.690538443,-0.407689676,0.683501518,NA
hsa-miR-4500,0.625798533,-0.034168575,0.751391605,-0.045473725,0.963729717,NA
hsa-miR-4501,1.061919312,0.005273474,0.749716159,0.007033961,0.994387757,NA
hsa-miR-4502,0.388016842,0.304751691,0.734290794,0.415028614,0.678120956,NA
hsa-miR-4504,0.875209361,0.6798768,0.725121292,0.937604244,0.34844783,NA
hsa-miR-4505,0.168383923,-0.241636226,0.580520947,-0.416240322,0.677234157,NA
hsa-miR-4506,0.38750063,0.429441837,0.629135413,0.682590469,0.494865658,NA
hsa-miR-4507,0.119355529,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4508,33.68419562,-0.470006516,0.605730139,-0.775933844,0.437788048,0.686173782
hsa-miR-4509,0.245840019,0.082954838,0.612801324,0.135369874,0.892319442,NA
hsa-miR-450a-2-3p,0.422581283,0.328961217,0.687358109,0.478587817,0.632231887,NA
hsa-miR-450a-5p,30.38986122,0.239654759,0.356769176,0.671736168,0.501751672,0.735761905
hsa-miR-450b-5p,41.3340184,-0.000779752,0.293985674,-0.002652348,0.997883735,0.999680989
hsa-miR-4510,161.4711811,-0.125057027,0.410506368,-0.304640894,0.760639671,0.891813813
hsa-miR-4511,1.783715146,0.156425098,0.664227545,0.235499264,0.81382125,0.92878243
hsa-miR-4512,2.706278582,1.27525218,0.608871169,2.09445322,0.036219626,0.135920962
hsa-miR-4513,1.760124534,0.22283871,0.746711048,0.298426962,0.765377313,0.896139089
hsa-miR-4515,1.10137947,-0.272127029,0.713851193,-0.381209741,0.703047621,NA
hsa-miR-4516,36.17109829,-0.984436617,0.438333245,-2.245863458,0.024712755,0.105179897
hsa-miR-4517,0.219958528,0.266742768,0.672028742,0.396921666,0.691425227,NA
hsa-miR-4518,0.133652581,0.134762049,0.520432705,0.258942315,0.795679749,NA
hsa-miR-4519,0.23425558,0.686072559,0.727436627,0.943137221,0.34561072,NA
hsa-miR-451a,5617.277669,0.175918336,0.248336766,0.70838619,0.478705466,0.716257754
hsa-miR-451b,0.117141551,-0.184560882,0.520432705,-0.354629676,0.722867041,NA
hsa-miR-452-3p,3.816475999,-0.112656575,0.535916484,-0.210212931,0.833501488,0.939371429
hsa-miR-452-5p,20.91247491,-0.25389445,0.40240344,-0.630945029,0.528076468,0.755322489
hsa-miR-4520-2-3p,0.492033846,0.610233824,0.705071783,0.865491767,0.386768933,NA
hsa-miR-4520-3p,1.172034888,0.20957941,0.70212498,0.298493025,0.765326899,NA
hsa-miR-4520-5p,0.472998091,-0.406653882,0.731641074,-0.555810625,0.578340321,NA
hsa-miR-4521,1.191197971,-0.802886444,0.716794706,-1.120106548,0.262668361,NA
hsa-miR-4522,0.527943749,-0.17585548,0.752088596,-0.233822825,0.815122529,NA
hsa-miR-4523,1.733760502,-0.085568966,0.603444788,-0.14180082,0.887237336,0.962073886
hsa-miR-4524a-3p,1.810069563,1.661365406,0.662495997,2.50773652,0.012150723,0.062675804
hsa-miR-4524a-5p,1.467818172,-0.816241534,0.651370263,-1.253114519,0.210164033,NA
hsa-miR-4524b-3p,0.654745374,0.924327671,0.752553067,1.228255802,0.219350957,NA
hsa-miR-4524b-5p,0.208211665,0.056281815,0.520516793,0.1081268,0.91389511,NA
hsa-miR-4525,2.570229329,0.231310881,0.579182417,0.399374833,0.689617035,0.85753737
hsa-miR-4526,1.123121685,-0.913743039,0.692571245,-1.319348797,0.187052531,NA
hsa-miR-4527,0.278126643,0.331611469,0.723606289,0.458276101,0.646754092,NA
hsa-miR-4528,0.123508771,-0.184560882,0.520432705,-0.354629676,0.722867041,NA
hsa-miR-4529-3p,1.376687909,-1.488187109,0.695024105,-2.14120215,0.03225774,NA
hsa-miR-4529-5p,0.237290441,-0.264391615,0.520432705,-0.508022674,0.611437442,NA
hsa-miR-4530,0.239764785,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4531,0.315178158,-0.229621827,0.692928236,-0.331378943,0.740358268,NA
hsa-miR-4532,307.9528809,-0.889225614,0.420520677,-2.114582382,0.034465557,0.13266705
hsa-miR-4533,0.250205683,0.512637489,0.724195031,0.707872143,0.479024661,NA
hsa-miR-4534,0.239695612,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4535,0.15183084,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4536-3p,0.603413926,-0.414264907,0.743871732,-0.556903682,0.577593239,NA
hsa-miR-4536-5p,0.137193094,0.134762049,0.520432705,0.258942315,0.795679749,NA
hsa-miR-4537,0.427171043,0.458589047,0.739351771,0.620258265,0.535087767,NA
hsa-miR-4538,0.367093394,0.512344727,0.692095585,0.740280299,0.459129932,NA
hsa-miR-4539,0.509088087,0.059969748,0.753342952,0.079604844,0.936551543,NA
hsa-miR-454-3p,867.8792721,0.303375434,0.204728714,1.481841154,0.138382566,0.347069073
hsa-miR-454-5p,34.26286941,0.17276886,0.233454358,0.740054121,0.459267155,0.702399862
hsa-miR-4540,2.470762474,-0.525158461,0.731346957,-0.718070208,0.472713999,0.714848663
hsa-miR-455-3p,58.34548421,-1.225666998,0.367975636,-3.330837363,0.000865852,0.007743366
hsa-miR-455-5p,173.3474828,-1.622637146,0.220125505,-7.371418173,1.69E-13,3.54E-11
hsa-miR-4632-3p,0.299428835,-0.485103988,0.725114092,-0.66900367,0.503493137,NA
hsa-miR-4633-3p,0.100076135,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4633-5p,0.08386754,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4634,0.449912771,-0.328707028,0.747140453,-0.439953461,0.659970814,NA
hsa-miR-4635,0.48502853,-0.083863817,0.752289479,-0.11147812,0.911237215,NA
hsa-miR-4636,6.492787719,0.030681514,0.373848719,0.08206933,0.934591582,0.974618911
hsa-miR-4638-3p,2.361205495,0.629767663,0.646902736,0.973512133,0.330298833,0.59014143
hsa-miR-4638-5p,0.426314359,0.110442699,0.734911331,0.150280305,0.88054347,NA
hsa-miR-4639-3p,0.748704169,1.004659218,0.752049089,1.335895799,0.181583334,NA
hsa-miR-4639-5p,1.706010435,0.695460436,0.634518477,1.09604442,0.273059336,0.528154318
hsa-miR-4640-3p,22.66268606,-0.109881822,0.251750843,-0.436470521,0.662495383,0.841861202
hsa-miR-4640-5p,2.712354847,-0.292558098,0.591790223,-0.494361156,0.621051142,0.813282618
hsa-miR-4641,0.658356087,0.773767398,0.744420235,1.039422845,0.298608124,NA
hsa-miR-4642,0.736602074,-0.373925075,0.753391364,-0.496322487,0.619666904,NA
hsa-miR-4643,0.1548653,-0.031442637,0.572360128,-0.054935059,0.956190201,NA
hsa-miR-4644,0.518473021,-0.133727899,0.750141508,-0.17827023,0.858510758,NA
hsa-miR-4645-3p,5.059373233,-0.931133405,0.496343728,-1.875985033,0.060657335,0.203552019
hsa-miR-4646-3p,2.918866843,0.32850128,0.609021122,0.539392261,0.58961622,0.799647905
hsa-miR-4646-5p,0.431424849,-0.28395552,0.731247514,-0.38831656,0.697781783,NA
hsa-miR-4647,0.988458642,0.316505929,0.728183031,0.434651613,0.663815326,NA
hsa-miR-4648,0.357333688,0.366645082,0.729887935,0.502330651,0.615434952,NA
hsa-miR-4649-3p,1.09870193,0.03943733,0.713500702,0.055273008,0.955920966,NA
hsa-miR-4649-5p,0.447422785,0.132704455,0.693695592,0.191300704,0.84829001,NA
hsa-miR-4650-3p,0.14628852,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4650-5p,0.986270092,1.130985491,0.736861148,1.534869213,0.124815957,NA
hsa-miR-4651,0.281595889,-0.206816561,0.678604454,-0.304767468,0.76054326,NA
hsa-miR-4652-3p,0.194975513,0.100423615,0.667526707,0.150441344,0.880416424,NA
hsa-miR-4652-5p,0.198562574,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4653-3p,0.359914049,0.122276822,0.683656351,0.178857144,0.858049874,NA
hsa-miR-4653-5p,0.100076135,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4654,1.17526937,1.081741071,0.739533147,1.462735073,0.143539885,NA
hsa-miR-4655-3p,0.192058378,0.40842668,0.666356906,0.61292481,0.539926058,NA
hsa-miR-4655-5p,0.414013872,1.061866468,0.743777567,1.427666704,0.153387814,NA
hsa-miR-4656,0.630271006,0.069444196,0.749348307,0.092672788,0.926163516,NA
hsa-miR-4657,0.167110428,-0.241288181,0.58019511,-0.415874206,0.677502055,NA
hsa-miR-4658,0.288057881,-0.063809836,0.723330169,-0.088216749,0.929704406,NA
hsa-miR-4659a-3p,0.685605165,0.597847366,0.75216032,0.794840342,0.426706381,NA
hsa-miR-4659a-5p,0.730045078,-0.078485741,0.753497541,-0.104161908,0.917040863,NA
hsa-miR-4659b-3p,0.389987986,0.3723914,0.688751449,0.540676032,0.588730901,NA
hsa-miR-4659b-5p,0.167159838,0.071502194,0.579207811,0.123448256,0.901752147,NA
hsa-miR-466,0.243169248,-0.05093769,0.679016622,-0.075016853,0.940201303,NA
hsa-miR-4660,0.956719879,-0.266164297,0.712646765,-0.373486993,0.708786024,NA
hsa-miR-4661-3p,0.2381849,0.401273862,0.67388581,0.595462697,0.551534227,NA
hsa-miR-4661-5p,2.00587246,0.211216186,0.596472104,0.354109078,0.723257139,0.869467277
hsa-miR-4662a-3p,0.372989683,0.541591361,0.748738614,0.72333836,0.469472031,NA
hsa-miR-4662a-5p,16.2174555,1.280206625,0.364353425,3.513639602,0.000442012,0.004674613
hsa-miR-4662b,0.340757298,0.667704473,0.730916124,0.91351723,0.360970576,NA
hsa-miR-4663,0.44143628,0.045309811,0.750398093,0.060381031,0.951852166,NA
hsa-miR-4664-3p,0.17146388,-0.032737197,0.581473563,-0.056300405,0.955102496,NA
