,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-4724-5p,0.806371903,0.530557888,0.752523444,0.705038351,0.48078637,NA
hsa-miR-4725-3p,10.50020097,-0.800001666,0.352320143,-2.270666838,0.023167154,0.099818972
hsa-miR-4725-5p,1.141033998,-0.510708687,0.733304647,-0.696448179,0.4861482,NA
hsa-miR-4726-3p,0.115719827,-0.104730149,0.520432705,-0.201236679,0.840513513,NA
hsa-miR-4726-5p,1.034152554,-0.684733731,0.722345684,-0.947930812,0.343164678,NA
hsa-miR-4727-3p,0.714127662,-0.42850364,0.738600977,-0.580155798,0.561809558,NA
hsa-miR-4727-5p,0.238896635,0.111122046,0.676704519,0.164210587,0.869565367,NA
hsa-miR-4728-3p,2.377135246,-0.299921504,0.652217872,-0.459848644,0.645624865,0.830830591
hsa-miR-4728-5p,0.159962813,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4729,1.594110555,0.150233745,0.621164081,0.241858391,0.808889892,NA
hsa-miR-4730,0.851096424,-0.148137415,0.752891335,-0.196758029,0.844016897,NA
hsa-miR-4731-3p,0.763277672,0.044890988,0.747258039,0.060074279,0.952096475,NA
hsa-miR-4731-5p,0.391911194,0.125012466,0.747198529,0.167308234,0.867127526,NA
hsa-miR-4732-3p,1.104083488,0.426711106,0.716642212,0.595431163,0.5515553,NA
hsa-miR-4732-5p,0.861894919,0.925258711,0.727250308,1.272269948,0.203277222,NA
hsa-miR-4733-3p,0.110899539,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4733-5p,0.088947783,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4734,3.109517132,-0.603620187,0.553539664,-1.090473232,0.275504738,0.529893689
hsa-miR-4735-5p,0.190448442,-0.143466644,0.590760027,-0.242850968,0.80812085,NA
hsa-miR-4737,0.609676242,-0.362677327,0.752707046,-0.481830653,0.629926252,NA
hsa-miR-4738-3p,2.755111571,-0.714117135,0.574421467,-1.243193675,0.213796473,0.454046465
hsa-miR-4738-5p,0.275399054,0.648294031,0.687618937,0.942810031,0.34577808,NA
hsa-miR-4739,4.668283093,-1.001861511,0.674337448,-1.485697574,0.137359133,0.346542197
hsa-miR-4740-3p,0.104532319,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4740-5p,0.386250216,0.688037713,0.730733015,0.941571955,0.346411834,NA
hsa-miR-4741,0.171418383,-0.243346493,0.582115577,-0.418038106,0.675919257,NA
hsa-miR-4742-3p,3.256341723,-0.481130364,0.514565304,-0.935022942,0.349776476,0.609589235
hsa-miR-4742-5p,0.366625004,0.509776397,0.692355582,0.736292752,0.461552556,NA
hsa-miR-4743-3p,0.13666623,0.162076225,0.561379996,0.288710369,0.772803027,NA
hsa-miR-4743-5p,0.983987226,-1.796658658,0.752448287,-2.387750348,0.016951853,NA
hsa-miR-4745-3p,1.899749711,0.659753992,0.63439136,1.039979473,0.298349438,0.557806895
hsa-miR-4745-5p,0.55368534,0.486249388,0.745322493,0.652401333,0.514142305,NA
hsa-miR-4746-5p,1.926892171,0.704195533,0.615752375,1.143634295,0.252775333,0.503147858
hsa-miR-4747-3p,0.176544123,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4747-5p,0.196600425,0.182246343,0.583932435,0.312101764,0.754963186,NA
hsa-miR-4748,0.569120778,0.437270485,0.751777849,0.581648535,0.560803444,NA
hsa-miR-4749-3p,1.135181411,-0.346672214,0.707498575,-0.489997049,0.624135987,NA
hsa-miR-4749-5p,0.421498872,-0.691370699,0.729138294,-0.948202425,0.343026413,NA
hsa-miR-4750-3p,0.189368406,0.068834413,0.585890208,0.117486881,0.90647424,NA
hsa-miR-4750-5p,0.636474015,-0.003676308,0.739870275,-0.004968854,0.996035444,NA
hsa-miR-4751,0.149258192,-0.030982283,0.569034365,-0.054447121,0.956578937,NA
hsa-miR-4752,0.15183084,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4753-3p,0.614843444,0.097957587,0.721034378,0.135857026,0.891934308,NA
hsa-miR-4753-5p,0.433386364,0.306643701,0.751863581,0.407844865,0.683387573,NA
hsa-miR-4754,0.222656948,-0.146341225,0.595249862,-0.245848398,0.80579959,NA
hsa-miR-4755-3p,1.938490698,-0.36771579,0.753617433,-0.487934294,NA,NA
hsa-miR-4755-5p,0.871424179,-0.452323243,0.723185559,-0.625459452,0.531669553,NA
hsa-miR-4756-3p,0.176458261,-0.033108552,0.584024436,-0.056690354,0.954791858,NA
hsa-miR-4756-5p,0.210581125,-0.205893632,0.670746673,-0.306961838,0.758872419,NA
hsa-miR-4757-3p,1.62207378,-0.152866172,0.601457426,-0.254159589,0.799372269,NA
hsa-miR-4757-5p,0.23768039,-0.376284081,0.678318474,-0.554730698,0.579078875,NA
hsa-miR-4758-3p,7.164184626,0.070593573,0.671641718,0.105105999,0.9162917,0.972354153
hsa-miR-4758-5p,0.35416205,-0.400904515,0.61372096,-0.653235821,0.513604261,NA
hsa-miR-4759,0.318052342,0.294531405,0.618613698,0.476115233,0.633992285,NA
hsa-miR-4760-3p,0.265522153,-0.045391992,0.603124582,-0.075261387,0.940006743,NA
hsa-miR-4760-5p,0.522031144,0.303705919,0.75301302,0.403320941,0.686712139,NA
hsa-miR-4761-3p,0.584452407,0.088410134,0.749580321,0.117946177,0.906110304,NA
hsa-miR-4762-3p,0.383054324,-0.466717912,0.647594284,-0.720694923,0.471097237,NA
hsa-miR-4762-5p,1.473252122,0.856673155,0.669189774,1.280164743,0.200487203,NA
hsa-miR-4763-3p,1.61145765,-0.114189237,0.637572974,-0.179099871,0.857859283,NA
hsa-miR-4763-5p,3.273952837,0.675443219,0.554667067,1.217745309,0.223320773,0.464271041
hsa-miR-4765,0.215641813,0.072849013,0.594783993,0.122479781,0.902519058,NA
hsa-miR-4766-3p,1.078510647,0.288003676,0.720481392,0.399737841,0.689349617,NA
hsa-miR-4766-5p,0.690480435,0.200665316,0.746281607,0.268886858,0.788016751,NA
hsa-miR-4767,7.632665943,0.242516361,0.434201752,0.558533814,0.576479921,0.79209249
hsa-miR-4768-3p,0.33917977,-0.089268378,0.726874327,-0.122811296,0.902256529,NA
hsa-miR-4768-5p,0.117141551,-0.184560882,0.520432705,-0.354629676,0.722867041,NA
hsa-miR-4769-3p,0.479568735,1.013216216,0.745957353,1.358276329,0.174376018,NA
hsa-miR-4769-5p,0.592681144,-0.309599592,0.745868625,-0.415085957,0.67807898,NA
hsa-miR-4770,0.339153466,0.816366682,0.737034071,1.107637645,0.268018339,NA
hsa-miR-4772-3p,0.388113357,0.589028568,0.70046248,0.840913803,0.400396225,NA
hsa-miR-4772-5p,1.638607822,0.587350108,0.745971641,0.787362516,0.431069683,0.68383327
hsa-miR-4773,0.907380155,0.573769501,0.719105183,0.797893708,0.424932175,NA
hsa-miR-4774-5p,0.905459972,-0.551836552,0.753515489,-0.732349315,0.463955387,NA
hsa-miR-4775,9.492420628,0.237962789,0.439841572,0.541019322,0.588494265,0.799647905
hsa-miR-4776-3p,0.377129978,0.264486386,0.730662539,0.361981587,0.71736579,NA
hsa-miR-4776-5p,0.859383953,0.053096622,0.751304652,0.070672559,0.943658361,NA
hsa-miR-4777-3p,0.96483847,-0.955500713,0.751171522,-1.272014028,0.203368135,NA
hsa-miR-4777-5p,0.116201698,0,0.520432705,0,1,NA
hsa-miR-4778-3p,0.142273337,0.163665487,0.563573358,0.290406714,0.771505108,NA
hsa-miR-4778-5p,0.139259688,0.162809926,0.562394985,0.289493914,0.772203436,NA
hsa-miR-4779,0.709837769,-0.002918332,0.742369931,-0.003931103,0.996863442,NA
hsa-miR-4780,11.48299371,0.0779135,0.309005418,0.252142828,0.800930667,0.923103296
hsa-miR-4781-3p,1.904738909,-1.267718886,0.68433365,-1.852486555,0.063955986,0.210572069
hsa-miR-4781-5p,0.229631423,0.080847175,0.606992525,0.133193032,0.894040722,NA
hsa-miR-4782-3p,0.123508771,-0.184560882,0.520432705,-0.354629676,0.722867041,NA
hsa-miR-4782-5p,0.31026499,0.487606104,0.730269917,0.667706683,0.504320843,NA
hsa-miR-4783-3p,4.839619158,-0.013750487,0.457400465,-0.03006225,0.976017408,0.995024563
hsa-miR-4783-5p,0.205521696,0.261031536,0.668557494,0.390439923,0.696211272,NA
hsa-miR-4784,0.495751594,1.120315353,0.752225996,1.48933347,0.136399578,NA
hsa-miR-4785,1.187885068,0.00491202,0.741380365,0.006625506,0.99471365,NA
hsa-miR-4786-3p,0.594300055,0.285045332,0.750653713,0.379729465,0.704146246,NA
hsa-miR-4786-5p,3.397965128,-0.330530416,0.505490964,-0.653879969,0.51318914,0.746262542
hsa-miR-4787-3p,28.75608247,-0.676107791,0.278967728,-2.423605753,0.015367278,0.074145347
hsa-miR-4787-5p,0.882764151,0.824854852,0.730378367,1.129352798,0.258749037,NA
hsa-miR-4788,0.10062381,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-4789-3p,0.127997096,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4790-3p,0.150129547,0.068510547,0.56956016,0.120286761,0.904255991,NA
hsa-miR-4790-5p,0.745815624,-0.384427405,0.748414352,-0.513655843,0.607492629,NA
hsa-miR-4791,6.693793238,0.253258298,0.430850473,0.58781019,0.556659704,0.784418183
hsa-miR-4792,225.0708453,-1.443173095,0.512036001,-2.818499272,0.004824872,0.030991663
hsa-miR-4793-3p,0.539257091,0.865742913,0.752364598,1.150695973,0.249857334,NA
hsa-miR-4793-5p,0.551587947,-0.355306824,0.753064544,-0.47181457,0.63705915,NA
hsa-miR-4795-3p,0.737647983,1.271192803,0.749128207,1.696896194,0.089716288,NA
hsa-miR-4795-5p,0.822276936,0.070941967,0.742637418,0.095527057,0.9238962,NA
hsa-miR-4796-3p,1.251723286,0.433071049,0.68762204,0.629809727,0.528819081,NA
hsa-miR-4796-5p,1.278293999,0.150279944,0.724394204,0.207456028,0.83565373,NA
hsa-miR-4797-3p,478.4317692,-0.01960074,0.302761042,-0.064739967,0.94838104,0.983088387
hsa-miR-4797-5p,474.8321669,-0.027369393,0.304602782,-0.089852734,0.928404242,0.972354153
hsa-miR-4798-5p,1.393238637,-0.023751834,0.697375365,-0.034058895,0.972830187,NA
hsa-miR-4799-3p,0.286432171,-0.213728429,0.679686067,-0.314451684,0.753178007,NA
hsa-miR-4799-5p,0.158176985,0.069953712,0.574262447,0.121814882,0.903045627,NA
hsa-miR-4800-3p,2.746856916,1.131307707,0.609646697,1.855677578,0.063499529,0.210072507
hsa-miR-4800-5p,0.826968368,0.395557177,0.749251767,0.527936262,0.597543576,NA
hsa-miR-4801,0.191999528,0.054194392,0.520497354,0.104120399,0.917073803,NA
hsa-miR-4802-3p,0.78492716,-0.21417626,0.684621811,-0.312838792,0.754403142,NA
hsa-miR-4802-5p,0.519830093,-0.294753454,0.745621733,-0.395312315,0.692612412,NA
hsa-miR-4803,1.009175246,-0.381759047,0.744002407,-0.513115339,0.607870642,NA
hsa-miR-4804-3p,0.244248991,-0.037510345,0.612251006,-0.061266286,0.95114714,NA
hsa-miR-4804-5p,0.091982243,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-483-3p,9.891341922,0.274132961,0.352027831,0.778725249,0.43614158,0.685645997
hsa-miR-483-5p,4.511250699,0.259335195,0.517648373,0.500987173,0.61638015,0.809723987
hsa-miR-484,827.7587596,-0.244149495,0.152291169,-1.603175658,0.108895878,0.297686643
hsa-miR-485-3p,196.4866286,0.908262357,0.327599319,2.772479377,0.005563104,0.035087773
hsa-miR-485-5p,53.55175425,-0.135291124,0.383655029,-0.35263743,0.724360273,0.869467277
hsa-miR-486-3p,4.039844733,0.349405684,0.581213157,0.601166164,0.547729318,0.776011632
hsa-miR-486-5p,4731.359659,0.036124626,0.239194258,0.151026311,0.879954961,0.958702231
hsa-miR-487a-3p,107.8978043,1.341100721,0.315823044,4.246367538,2.17E-05,0.000437453
hsa-miR-487a-5p,6.447711948,0.343146543,0.459799387,0.746296217,0.455488496,0.700414878
hsa-miR-487b-3p,364.9905751,1.157977239,0.389892234,2.969993086,0.002978065,0.02078689
hsa-miR-487b-5p,2.501621345,-0.135039646,0.557674699,-0.2421477,0.808665718,0.927352691
hsa-miR-488-3p,450.6147811,-0.187302662,0.222729863,-0.840940948,0.400381017,0.662629987
hsa-miR-488-5p,12.91964405,0.145642,0.346808508,0.419949327,0.674522472,0.848689047
hsa-miR-489-3p,6.442049381,-1.008081151,0.43567831,-2.313819916,0.020677602,0.09302513
hsa-miR-490-3p,99.40379212,0.070980047,0.400810431,0.177091316,0.859436663,0.952201255
hsa-miR-490-5p,10.98000456,0.147322078,0.436351007,0.337622866,0.735647408,0.877116084
hsa-miR-491-3p,7.121652741,0.288177074,0.416304879,0.692226031,0.488795394,0.722151694
hsa-miR-491-5p,19.35307563,-0.634283018,0.283134271,-2.240219864,0.025076653,0.106296581
hsa-miR-492,0.333812675,-0.05976125,0.724608008,-0.082473903,0.93426987,NA
hsa-miR-493-3p,3.80101551,0.407684937,0.51532063,0.791128696,0.428868896,0.681374406
hsa-miR-493-5p,6.10740119,0.528824314,0.445173372,1.187906435,0.234870274,0.482174857
hsa-miR-494-3p,19.09706611,0.091719066,0.296165605,0.309688446,0.75679789,0.888304249
hsa-miR-494-5p,0.408710792,-0.489071732,0.733773957,-0.666515521,0.505081646,NA
hsa-miR-495-3p,134.0859418,0.564631791,0.331362799,1.703968556,0.088386962,0.259364946
hsa-miR-495-5p,1.177693479,-0.011762694,0.70249725,-0.016744113,0.986640755,NA
hsa-miR-496,8.678043901,1.228330374,0.360361818,3.408603005,0.000652964,0.006159041
hsa-miR-497-3p,7.443998054,-0.751503809,0.493456778,-1.522937454,0.127774354,0.332148125
hsa-miR-497-5p,1103.224892,-0.332501428,0.133768709,-2.485644297,0.012931715,0.065726653
hsa-miR-4999-3p,0.108412754,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-4999-5p,2.159349418,-0.140859636,0.592269487,-0.237830311,0.812012709,0.928141164
hsa-miR-499a-3p,2.724729809,-0.067596584,0.620299354,-0.108974132,0.913223008,0.972354153
hsa-miR-499a-5p,127.3482348,0.385419663,0.262994829,1.465502818,0.142783784,0.352581655
hsa-miR-499b-3p,0.293117465,0.211043361,0.616173601,0.342506334,0.731969878,NA
hsa-miR-499b-5p,0.645850511,0.726143477,0.713645951,1.017512221,0.308909821,NA
hsa-miR-5000-3p,3.544556,-0.20973452,0.496929328,-0.422061062,0.672980448,0.848689047
hsa-miR-5000-5p,1.499988678,-0.357785031,0.651604086,-0.549083468,0.58294817,NA
hsa-miR-5001-3p,6.247929045,0.804050835,0.448591567,1.792389543,0.073070589,0.229155663
hsa-miR-5001-5p,1.339458601,-0.602793696,0.734604029,-0.820569548,0.411891499,NA
hsa-miR-5002-3p,0.372508313,0.230672999,0.732905713,0.314737619,0.752960879,NA
hsa-miR-5002-5p,3.152090678,0.668811301,0.579460559,1.154196417,0.248419651,0.499223368
hsa-miR-5003-3p,0.686681856,-0.14719366,0.750773632,-0.19605598,0.844566351,NA
hsa-miR-5003-5p,0.255985421,0.418087842,0.601584154,0.694978148,0.487068996,NA
hsa-miR-5004-3p,0.788840865,0.162835754,0.745237477,0.218501831,0.827038132,NA
hsa-miR-5004-5p,0.563463892,0.565232084,0.747962519,0.755695733,0.449831643,NA
hsa-miR-5006-3p,3.093702267,0.74114199,0.559577715,1.324466595,0.18534813,0.416969576
hsa-miR-5006-5p,0.709655836,0.300141395,0.746081403,0.402290413,0.68747031,NA
hsa-miR-5007-3p,0.39109807,0.745124083,0.742384088,1.003690805,0.315527671,NA
hsa-miR-5007-5p,0.202074152,0.100746098,0.668250284,0.150761026,0.880164231,NA
hsa-miR-5008-3p,0.379666048,-0.125706172,0.745394056,-0.168643916,0.866076736,NA
hsa-miR-5008-5p,0.088947783,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-5009-3p,0.693971263,0.326185548,0.750012406,0.43490687,0.663630028,NA
hsa-miR-5009-5p,1.166849505,0.194481292,0.70008941,0.277794935,0.781169779,NA
hsa-miR-500a-3p,649.1926728,-0.729842559,0.264237753,-2.762067687,0.005743657,0.035882338
hsa-miR-500a-5p,18.52497792,-0.446402028,0.302198853,-1.477179757,0.139627458,0.347318223
hsa-miR-500b-3p,1.314970126,-0.001334279,0.678295441,-0.001967106,0.998430478,NA
hsa-miR-500b-5p,18.32687143,-0.508979229,0.302936411,-1.680152043,0.092927737,0.267513384
hsa-miR-501-3p,184.2117931,-0.706869048,0.223732585,-3.159437186,0.001580742,0.012443884
hsa-miR-501-5p,23.66636586,-0.922228739,0.327915064,-2.812401256,0.004917312,0.031364431
hsa-miR-5010-3p,20.49589997,-0.246442211,0.255558363,-0.964328493,0.33488126,0.596293672
hsa-miR-5010-5p,1.671122684,0.580856245,0.621746752,0.934232859,0.350183789,0.609589235
hsa-miR-5011-3p,0.208008481,0.261115519,0.66862567,0.390525716,0.696147843,NA
hsa-miR-5011-5p,0.110074639,-0.104730149,0.520432705,-0.201236679,0.840513513,NA
hsa-miR-502-3p,22.47366172,-1.07084463,0.335421821,-3.192531206,0.001410317,0.011358477
hsa-miR-502-5p,9.354886689,-0.670927423,0.383207987,-1.750817952,0.079977273,0.243419201
hsa-miR-503-3p,0.110074639,-0.104730149,0.520432705,-0.201236679,0.840513513,NA
hsa-miR-503-5p,6.22742989,-0.517614593,0.469842855,-1.101675992,0.270602558,0.524668293
hsa-miR-504-3p,0.516766017,0.106762626,0.752724604,0.141834909,0.887210409,NA
hsa-miR-504-5p,55.90011631,0.80864203,0.3546593,2.280053081,0.02260454,0.098187491
hsa-miR-5047,0.198106487,0.288499907,0.58641792,0.4919698,0.622740693,NA
hsa-miR-505-3p,131.7726831,-0.365004222,0.203639819,-1.792401033,0.073068749,0.229155663
hsa-miR-505-5p,3.273061336,0.812849475,0.605208143,1.343090776,0.179242582,0.411550402
hsa-miR-506-3p,0.268338079,0.636644412,0.687222711,0.926401881,0.354237167,NA
hsa-miR-506-5p,0.094995892,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-508-3p,2.486798313,0.306581154,0.593966743,0.516158787,0.605743512,0.80586208
hsa-miR-508-5p,0.102045534,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-5087,0.131144985,0.160360865,0.558990805,0.286875676,0.774207515,NA
hsa-miR-5088-3p,2.054026516,1.150691089,0.684084462,1.682089205,0.092551543,0.267513384
hsa-miR-5088-5p,0.54552259,0.690106943,0.752710303,0.916829411,0.359232038,NA
hsa-miR-5089-5p,0.34180223,0.475473871,0.692101769,0.686999937,0.492082768,NA
hsa-miR-509-3-5p,0.105378294,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-509-3p,3.578126945,-0.279176986,0.58052032,-0.480908208,0.630581739,0.821168011
hsa-miR-509-5p,0.137193094,0.134762049,0.520432705,0.258942315,0.795679749,NA
hsa-miR-5090,0.75062677,-0.011493849,0.745549926,-0.015416605,0.987699816,NA
hsa-miR-5091,0.113539453,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-5092,0.573003445,-0.080114671,0.748545452,-0.107027129,0.914767457,NA
hsa-miR-5094,1.028589906,-0.447328097,0.72505382,-0.616958472,0.537262118,NA
hsa-miR-5095,13.53651657,2.369373092,0.475512235,4.982780495,6.27E-07,2.98E-05
hsa-miR-5096,228.7897843,1.643563428,0.373290707,4.402904747,1.07E-05,0.000237939
hsa-miR-510-3p,1.342166037,-2.048596224,0.748229391,-2.737925358,0.006182811,NA
hsa-miR-5100,2860.154585,-2.143623457,0.33703868,-6.360170452,2.02E-10,2.34E-08
hsa-miR-511-3p,1.724120516,0.32923756,0.6669553,0.493642617,0.621558598,0.813282618
hsa-miR-511-5p,1.749423178,-0.748497398,0.721238393,-1.037794723,0.299365634,0.558709125
hsa-miR-512-3p,1.924928438,0.045637142,0.618707515,0.073762062,0.941199715,0.978585999
hsa-miR-512-5p,0.253193687,0.421182856,0.675915564,0.623129394,0.533199495,NA
hsa-miR-513a-3p,0.591174357,0.006709848,0.750254999,0.008943424,0.992864275,NA
hsa-miR-513c-3p,0.168518517,-0.032514436,0.579930012,-0.056066138,0.955289119,NA
hsa-miR-513c-5p,3.173994602,0.83260657,0.536402174,1.552205809,0.120612987,0.321003265
hsa-miR-514a-3p,4.985933897,0.166238455,0.463719431,0.358489302,0.719977173,0.869467277
hsa-miR-514a-5p,0.760625894,0.075886446,0.748794958,0.10134476,0.919276785,NA
hsa-miR-514b-3p,2.645264462,-0.225018773,0.602772904,-0.373306052,0.708920673,0.863069703
hsa-miR-514b-5p,0.239695612,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-515-3p,0.212761503,0.078448679,0.589948142,0.132975551,0.894212716,NA
hsa-miR-515-5p,0.966322849,-0.392380886,0.725754279,-0.540652528,0.588747105,NA
hsa-miR-516a-5p,2.646491507,-0.867883064,0.551376508,-1.574029818,0.115480556,0.311618923
hsa-miR-516b-5p,0.822258189,0.682683708,0.724775362,0.941924553,0.346231269,NA
hsa-miR-517-5p,0.091982243,0.054931317,0.520432705,0.105549317,0.915939939,NA
hsa-miR-517a-3p,0.242662159,0.093476804,0.672730847,0.138951267,0.889488658,NA
hsa-miR-517b-3p,0.242662159,0.093476804,0.672730847,0.138951267,0.889488658,NA
hsa-miR-517c-3p,0.273109992,-0.034456548,0.603459762,-0.057098336,0.954466862,NA
hsa-miR-5186,0.104532319,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-5187-3p,1.763145093,0.334115088,0.67807554,0.492740216,0.622196158,0.813282618
hsa-miR-5187-5p,0.46351486,0.899760578,0.751595894,1.19713344,0.231254548,NA
hsa-miR-5188,4.609165928,0.98980754,0.599681964,1.650554127,0.098829652,0.27830775
hsa-miR-5189-3p,0.360642168,0.279824388,0.692697406,0.403963384,0.686239645,NA
hsa-miR-5189-5p,0.521687589,1.141805539,0.7483774,1.525708205,0.12708255,NA
hsa-miR-518a-3p,0.594293973,-0.363481323,0.748986323,-0.485297677,0.627465203,NA
hsa-miR-518a-5p,0.898694881,1.672531509,0.732034365,2.284771847,0.022326209,NA
hsa-miR-518b,1.224463739,1.389367387,0.687570651,2.020690361,0.043311828,NA
hsa-miR-518c-3p,0.247027572,0.254928958,0.673887295,0.378296134,0.705210617,NA
hsa-miR-518c-5p,0.17842243,0.27414779,0.581533466,0.471422207,0.63733926,NA
hsa-miR-518d-3p,0.147901256,0.134762049,0.520432705,0.258942315,0.795679749,NA
hsa-miR-518d-5p,1.305968807,-0.697262777,0.689541332,-1.011197944,0.3119217,NA
hsa-miR-518e-3p,0.154355705,-0.031401309,0.57206341,-0.054891309,0.956225056,NA
hsa-miR-518e-5p,0.598803522,1.491420837,0.751319338,1.985069146,0.047136779,NA
hsa-miR-518f-3p,0.558900358,0.244625321,0.749072061,0.326571145,0.743992271,NA
hsa-miR-518f-5p,0.185456491,-0.184560882,0.520432705,-0.354629676,0.722867041,NA
hsa-miR-5190,0.330453775,0.249715043,0.685759112,0.364143967,0.715750507,NA
hsa-miR-5191,1.09433842,-0.80923758,0.714091162,-1.133241277,0.257112945,NA
hsa-miR-5192,0.443014979,0.523533084,0.697340223,0.750757044,0.452798886,NA
hsa-miR-5193,1.036958097,-1.082040244,0.717196502,-1.5087082,0.131373369,NA
hsa-miR-5194,0.354642437,0.3694249,0.621343906,0.594557855,0.552139058,NA
hsa-miR-5195-5p,0.498644715,0.353671599,0.738648088,0.478809334,0.632074276,NA
hsa-miR-5196-3p,7.303853416,0.405415143,0.399254676,1.015429917,0.309900938,0.574276605
hsa-miR-5196-5p,0.241219625,0.305769535,0.722855237,0.423002449,0.672293474,NA
hsa-miR-5197-3p,1.953711091,-0.119941846,0.593335086,-0.202148582,0.839800569,0.942512293
hsa-miR-5197-5p,0.177761326,0.073252652,0.584676702,0.125287448,0.900295989,NA
hsa-miR-519a-3p,0.730383463,0.246002536,0.72698029,0.338389554,0.735069645,NA
hsa-miR-519a-5p,0.598803522,1.491420837,0.751319338,1.985069146,0.047136779,NA
hsa-miR-519b-5p,0.598803522,1.491420837,0.751319338,1.985069146,0.047136779,NA
hsa-miR-519c-3p,0.638718486,-0.287795004,0.75337325,-0.382008525,0.702455041,NA
hsa-miR-519c-5p,0.598803522,1.491420837,0.751319338,1.985069146,0.047136779,NA
hsa-miR-519d-3p,0.309487221,-0.519623829,0.612712167,-0.848071666,0.39639806,NA
hsa-miR-519d-5p,0.165329908,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-519e-3p,0.25884725,0.529921396,0.724090347,0.731844303,0.464263604,NA
hsa-miR-519e-5p,0.236964281,0.38869774,0.675148368,0.575721957,0.564803131,NA
hsa-miR-520a-3p,0.193480102,0.255425549,0.663933115,0.384715784,0.700448,NA
hsa-miR-520a-5p,0.221730288,-0.147097352,0.596416125,-0.246635437,0.805190377,NA
hsa-miR-520b,0.104532319,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-520c-3p,0.104532319,-0.024899416,0.520432705,-0.047843681,0.961840824,NA
hsa-miR-520c-5p,1.305968807,-0.697262777,0.689541332,-1.011197944,0.3119217,NA
hsa-miR-520d-3p,0.562902549,-0.638920601,0.752016413,-0.849609915,0.395541998,NA
hsa-miR-520d-5p,0.199914588,0.179038591,0.588345414,0.304308637,0.760892766,NA
hsa-miR-520e,0.442137724,0.123014165,0.696162713,0.176703179,0.859741544,NA
hsa-miR-520f-3p,0.2518859,0.311443929,0.599301038,0.519678608,0.603287599,NA
hsa-miR-520f-5p,0.127661056,-0.264391615,0.520432705,-0.508022674,0.611437442,NA
hsa-miR-520g-3p,0.359396738,-0.231381118,0.692051851,-0.334340726,0.738122462,NA
hsa-miR-520g-5p,0.239320242,-0.035862872,0.602105943,-0.059562396,0.952504169,NA
hsa-miR-520h,0.559013306,-0.548174947,0.7472472,-0.733592508,0.463197128,NA
hsa-miR-522-3p,0.961579917,-0.881540455,0.750341849,-1.174851777,0.240054021,NA
hsa-miR-522-5p,0.598803522,1.491420837,0.751319338,1.985069146,0.047136779,NA
hsa-miR-523-5p,0.598803522,1.491420837,0.751319338,1.985069146,0.047136779,NA
hsa-miR-524-3p,0.162997272,-0.032089001,0.576953855,-0.055617967,0.955646151,NA
hsa-miR-524-5p,0.131669929,-0.184560882,0.520432705,-0.354629676,0.722867041,NA
hsa-miR-525-3p,0.258156606,0.104557971,0.675819593,0.154712844,0.877047704,NA
hsa-miR-525-5p,0.370661262,0.272084149,0.730998901,0.372208698,0.709737471,NA
hsa-miR-526a,1.305968807,-0.697262777,0.689541332,-1.011197944,0.3119217,NA
hsa-miR-526b-5p,0.471832403,0.658205391,0.751239756,0.87615889,0.380943662,NA
hsa-miR-527,0.898694881,1.672531509,0.732034365,2.284771847,0.022326209,NA
hsa-miR-532-3p,52.62305003,-0.347054924,0.232322071,-1.493852578,0.135214156,0.342782617
hsa-miR-532-5p,979.9900766,-0.489029816,0.206407066,-2.369249395,0.01782423,0.082211316
hsa-miR-539-3p,194.6591706,0.537409195,0.377641668,1.423066468,0.154716888,0.371234766
hsa-miR-539-5p,31.31750426,1.104272228,0.418292255,2.639953799,0.008291733,0.046926727
hsa-miR-541-3p,1.503555082,1.398026334,0.699060509,1.999864556,0.045514891,NA
hsa-miR-541-5p,2.049498825,0.619645736,0.645576272,0.959833506,0.337139016,0.597837714
hsa-miR-542-3p,67.63849472,-0.362186275,0.247526045,-1.463224907,0.143405848,0.352730704
hsa-miR-542-5p,6.403171418,-0.383065722,0.446209277,-0.858488924,0.390622544,0.654370886
