"","ANOVA.F","Type Healthy control - NLA","Type Healthy control - Other","Type Healthy control - PLS","Type NLA - Other","Type NLA - PLS","Type Other - PLS","FDR"
"452.313@22.720991",0.0447945736863085,0.3413,0.0275,0.0149,0.1387,0.1081,0.9149,0.0742880306183828
"453.2855@22.316574",0.510643092228939,0.2147,0.1652,0.1789,0.6238,0.7209,0.8535,0.555407259404852
"453.2863@22.18606",1.02150181313654e-07,0.0022,0,0,0.0088,1e-04,0.1844,3.80225674889711e-06
"453.9306@0.584143",9.2958936270815e-07,0,0,0,0.875,0.3471,0.4622,1.64220852159548e-05
"455.1407@0.6596876",0.068502507552332,0.0643,0.0291,0.0358,0.124,0.2485,0.6718,0.10502672782623
"455.211@23.280571",0.00726086650107793,0.5675,0.1796,0.0015,0.402,0.0067,0.087,0.0158720409648359
"456.203@23.064047",0.526214374982346,0.3681,0.2869,0.151,0.8066,0.4845,0.6796,0.570030123263011
"458.1426@0.6734001",0.000579103855282259,0.0042,3e-04,0.0065,0.0207,0.6207,0.0052,0.00238768974177916
"458.1752@22.736057",0.13123567877475,0.1336,0.1055,0.0209,0.845,0.3573,0.4974,0.181857093648568
"458.2197@23.27609",0.00105453299277258,0.01,0.0011,1e-04,0.305,0.1193,0.665,0.00372842799555478
"459.1751@22.636295",0.000543074899070239,1e-04,9e-04,0.0017,0.719,0.3074,0.5615,0.00228125506192514
"460.1933@22.875185",0.823586514100142,0.4779,0.8547,0.9471,0.3946,0.4419,0.9049,0.844380970844828
"460.2094@18.449673",0.235082628044051,0.999,0.0822,0.6962,0.0764,0.6859,0.1298,0.293853285055064
"460.2336@23.61062",0.187751233533172,0.6282,0.1818,0.0487,0.3755,0.1332,0.5997,0.245211162704142
"462.2252@22.997143",0.00125310131598788,0.0408,8e-04,0.0013,0.023,0.0311,0.6902,0.00421898433021045
"463.3062@22.59781",0.00753405383036376,0.5254,0.006,0.0076,0.0213,0.0263,0.7381,0.0163095834130653
"466.0875@8.492545",0.141848982314819,0.1001,0.5263,0.764,0.0298,0.1363,0.337,0.193542981484484
"467.1701@22.987822",0.0040358806799865,0.001,0.0147,0.0012,0.1675,0.7907,0.2324,0.00997800758520648
"467.2804@24.182102",0.171961091178507,0.4406,0.4947,0.2132,0.9605,0.0538,0.0738,0.228146398197227
"468.245@22.993979",0.00271792995848952,0.0049,6e-04,0.0011,0.2819,0.4482,0.6957,0.00754042679995022
"469.351@21.22479",0.000129872390005614,0.1849,0,6e-04,7e-04,0.0123,0.147,0.00079829817709873
"469.9042@0.5875112",6.44889264211912e-09,0,0,0,0.8531,0.7887,0.9518,8.64151614043962e-07
"471.4284@24.285725",1.71542235005706e-05,0.9624,1e-04,1e-04,1e-04,1e-04,0.3958,0.000164190424934033
"472.0158@8.541271",0.000244298589853753,0.4083,0.0075,0.0281,1e-04,4e-04,0.3508,0.00125425329656716
"472.157@0.6661035",0.0777961705913929,0.0251,0.0174,0.0243,0.4815,0.9648,0.4552,0.115906962472706
"473.4002@24.068268",1.08725786485131e-07,0.0241,0,0,0,3e-04,0.0672,3.93763659162366e-06
"474.0263@8.929761",0.036833668887774,0.5008,0.0234,0.0481,0.0371,0.073,0.5532,0.0631165170199707
"476.0984@8.539043",0.00136237044005727,0.3893,0.0051,0.0245,6e-04,0.0027,0.3518,0.00450759602389319
"477.1895@4.6289034",0.0124593730392987,0.0238,0.0055,0.0077,0.059,0.1019,0.6167,0.0246610928695129
"477.196@22.99425",0.000598019473008859,0.0145,0.0013,1e-04,0.3996,0.0795,0.3409,0.00242818811477309
"477.2848@22.003601",0.164776030192816,0.197,0.1252,0.0324,0.7068,0.3067,0.5724,0.219482982562996
"477.2852@22.130072",0.106419273638899,0.505,0.2653,0.0394,0.5341,0.0517,0.2063,0.15267861528493
"478.1138@8.929963",0.00294545669604362,0.5054,0.0098,0.0201,0.002,0.0037,0.5697,0.00787806780977736
"479.3011@24.65121",0.0789716632380094,0.0228,0.0828,0.0197,0.5687,0.968,0.5744,0.117319322326976
"479.3019@22.44083",0.162321885676466,0.2802,0.4758,0.6626,0.0298,0.3437,0.1349,0.216644747815203
"479.3023@22.331568",2.30439671122795e-07,0.0107,0,0,0.0019,1e-04,0.4678,6.43310748551137e-06
"480.121@8.565267",0.00830412849187889,0.1731,0.001,0.272,0.0254,0.7173,0.0086,0.017634757811597
"480.1212@8.479308",0.0844750115523427,0.1804,0.0181,0.0505,0.1507,0.4066,0.4466,0.124803214421322
"480.2011@22.990082",1.03802678743659e-05,2e-04,4e-04,0,0.7123,0.1132,0.0618,0.000112173862513308
"481.3155@22.286596",0.000180932126157995,0.0013,0,8e-04,0.0629,0.9674,0.0546,0.00100185557459386
"481.3164@22.619055",0.856317930545991,0.7104,0.7109,0.402,0.9922,0.616,0.6374,0.872597739111504
"481.3171@22.715786",0.0571040698148535,0.0226,0.9822,0.2366,0.0192,0.1726,0.2204,0.0901289205558347
"482.1362@8.930144",0.0125733872637839,0.6202,0.0161,0.0343,0.0117,0.0237,0.5449,0.0248134594012819
"482.2189@23.195654",0.00124022869578577,0.0026,0.0032,3e-04,0.9196,0.4193,0.5308,0.00418616234849606
"483.4296@24.067753",8.47047324503691e-08,0.0204,0,0,0,1e-04,0.2941,3.33462904108675e-06
"484.1892@22.884197",0.871274394785052,0.6761,0.964,0.6358,0.5379,0.953,0.478,0.886490272598307
"484.3898@24.583681",0.411234732935794,0.4887,0.1816,0.1456,0.4686,0.4135,0.9584,0.463460506420491
"485.8783@0.5920001",0.0544875432224328,0.8893,0.5423,0.0533,0.5499,0.0171,0.0816,0.0867141424204987
"486.2091@22.985126",0.0145530755768402,0.017,0.0026,0.014,0.2981,0.9835,0.2982,0.0280638976169087
"487.2854@24.638903",0.0076126958358248,0.1253,0.0854,0.0012,0.7711,0.0223,0.0535,0.0164267510789134
"487.3941@24.582695",0.470507901671516,0.2811,0.1747,0.1916,0.6946,0.7652,0.9136,0.518061288611201
"488.1532@0.67613643",0.0442462778257281,0.1076,0.0103,0.1212,0.0954,0.858,0.0534,0.0735608092884313
"490.2565@23.289343",4.91720192119516e-07,0,0,0,0.0144,0.5012,0.0796,1.03590165599979e-05
"491.3002@22.282337",7.14171024197574e-05,0.2831,5e-04,0,0.0059,6e-04,0.6313,0.000495849312137176
"492.0624@8.514087",0.0877882922965063,0.7492,0.1254,0.0909,0.0603,0.0377,0.9827,0.129128772422962
"493.3172@22.52438",8.00611359430548e-08,0.0067,0,0,2e-04,2e-04,0.7273,3.33462904108675e-06
"495.3315@22.611546",0.00104708793469976,0.4137,0.0016,0.0013,0.0086,0.0068,0.8544,0.00371189902777165
"495.3669@21.51338",1.03926980954405e-06,0.0029,0,0,0.0019,0.0011,0.7391,1.76281208201143e-05
"496.3391@17.833233",0.00136631114134556,0.9738,0.0018,0.0055,0.002,0.006,0.4459,0.00450949982611587
"496.3396@18.890388",0.00107299312620046,0.6048,0.0029,0.0112,8e-04,0.0029,0.3922,0.00375407516738543
"497.3486@22.86011",0.00659933596356777,0.0532,0.0015,0.0064,0.0849,0.2564,0.5576,0.0147385169853013
"499.1707@4.6311193",0.360439068809163,0.2261,0.1501,0.1602,0.3446,0.3794,0.8514,0.416010639280171
"499.2693@21.665613",0.000598895771266705,0.4193,0.3007,3e-04,0.7576,0.0011,0.0058,0.00242818811477309
"500.176@23.213669",0.120397438470222,0.0975,0.9063,0.1064,0.0699,0.881,0.0752,0.168757915847382
"501.2853@22.112846",0.291771417413837,0.4694,0.1024,0.1362,0.2517,0.3333,0.7628,0.35064905769914
"501.2869@21.987288",8.62640867321796e-05,0.1007,0.0031,0,0.0793,5e-04,0.0582,0.000563706309354105
"501.8525@0.5960933",0.000292111483209401,0.0014,5e-04,1e-04,0.6045,0.122,0.3386,0.00142857440693649
"503.3007@22.335896",5.79603032235809e-11,0,0,0,0.0079,0.001,0.6048,3.61407178258351e-08
"503.3024@22.23807",7.62065298531844e-07,0.0103,0,0,0.0053,3e-04,0.4542,1.4041445173921e-05
"504.9964@8.525369",0.382842839503899,0.7256,0.1889,0.8946,0.1031,0.6143,0.2062,0.436603748881042
"505.3181@22.496887",4.03769735202175e-07,0.0184,0,0,5e-04,1e-04,0.7597,8.86969582247401e-06
"506.2167@23.067648",0.131233458939405,0.2577,0.0797,0.0282,0.4641,0.234,0.707,0.181857093648568
"506.9835@8.510398",0.000858439793116617,0.9309,0.0014,0.0049,0.0012,0.0039,0.4157,0.00319530367437852
"507.3298@22.528442",0.643764169156767,0.6021,0.3117,0.4862,0.327,0.7168,0.478,0.677646493849229
"507.3317@22.405493",0.213742414553876,0.8243,0.1401,0.0913,0.2027,0.1414,0.9439,0.273819154399803
"507.3336@22.693314",1.82300163076299e-07,0.0055,0,0,0.0011,3e-04,0.8783,5.55186860277819e-06
"507.34@20.150282",0.00169858284733637,0.0289,4e-04,0.0017,0.0506,0.2297,0.3574,0.00525293827930734
"508.2353@23.283222",0.0223194540336804,0.6742,0.0072,0.0704,0.0132,0.1233,0.228,0.0408022761325126
"508.9983@8.928662",0.0140573515451465,0.7424,0.0207,0.0526,0.0093,0.025,0.4574,0.0273394064883837
"509.3465@22.853231",0.000171172145981058,0.0061,2e-04,2e-04,0.0925,0.0786,0.7788,0.00097190964243482
"509.348@22.935165",0.00235065877558616,0.0415,0.0012,0.0021,0.0704,0.0922,0.5977,0.00675940506284431
"510.4154@24.600674",0.132461266987517,0.0868,0.0967,0.0361,0.9847,0.535,0.5609,0.183176571479126
"511.0375@16.485579",0.120025590956334,0.9603,0.0376,0.5411,0.0345,0.5065,0.0967,0.168412871080092
"511.4591@24.676283",0.000218370465242756,0.0023,0.1976,0.11,1e-04,0.0135,0.0052,0.00116580248376611
"513.3057@21.684855",0.480387750146724,0.8236,0.4251,0.6091,0.5061,0.3799,0.1313,0.527639004259517
"513.3129@21.421564",0.00102744252790032,0.0058,5e-04,3e-04,0.2502,0.1573,0.8841,0.00366092347829255
"514.28@24.183647",0.446397177846883,0.1855,0.3518,0.7813,0.7238,0.1999,0.4323,0.495996864274314
"515.4028@24.575516",0.0118500843324124,0.0196,0.0224,0.0017,0.9656,0.1597,0.22,0.0237711272536417
"516.3213@19.49462",0.000548967605063178,0.8025,9e-04,0.0065,5e-04,0.0034,0.2753,0.0022845235738654
"517.0119@8.473078",0.227300323434615,0.4676,0.8427,0.2623,0.5919,0.0514,0.1756,0.286261685528557
"517.0122@8.572717",0.248247996654574,0.574,0.3798,0.3284,0.7317,0.1219,0.0694,0.30858285298435
"517.3172@22.467724",2.17998832896527e-06,0.2201,0,0,6e-04,0,0.5543,3.10816893084911e-05
"517.825@0.5975928",3.727177215751e-07,0,0,0,0.7718,0.97,0.7867,8.45418534138146e-06
"519.2567@21.72509",0.000383562365682488,0.1983,0.0011,1e-04,0.0167,0.0025,0.4429,0.00173412505036852
"519.3051@8.9361515",0.504177906403667,0.5918,0.3711,0.3143,0.3982,0.2249,0.7786,0.550161559104979
"521.0674@16.484613",0.134553658156119,0.8869,0.0465,0.5338,0.0348,0.4407,0.1204,0.185686819700514
"521.2722@22.190474",4.24833648068335e-05,0.0591,2e-04,0,0.0199,0.002,0.4908,0.000319818588995263
"521.2746@22.308668",3.22227259383912e-05,0.0653,0.0015,0,0.0986,7e-04,0.0744,0.000260111161189423
"521.9178@0.5835863",1.10529848118546e-06,0,0,0,0.7651,0.3145,0.5149,1.82851847504755e-05
"524.3339@19.627058",0.0027657418013719,0.7003,0.005,0.0163,0.0019,0.0061,0.4264,0.00759445494639006
"525.2851@22.144081",0.0640790684279348,0.7268,0.3436,0.1824,0.0726,0.0136,0.5697,0.0993818885340655
"525.2865@22.037426",0.0015461348989303,0.242,0.0078,5e-04,0.0788,0.0054,0.3274,0.00489840273421189
"525.2872@22.34978",0.00239027765311639,0.6546,0.026,0.0042,0.0097,0.0013,0.6107,0.00685861253785003
"525.3415@22.6015",0.0102897584459171,0.1095,0.034,0.9165,0.001,0.1326,0.0277,0.0211152776684975
"526.3494@19.044456",0.00424782657279965,0.6269,0.0162,0.0126,0.0053,0.0036,0.8825,0.0104060102514653
"526.3502@17.96375",0.0015112729990987,0.8097,0.0039,0.006,0.0022,0.0032,0.6306,0.00483318811167604
"526.3513@19.495089",0.000572364074730602,0.868,0.0013,0.0037,9e-04,0.0024,0.4493,0.00236718475351545
"527.3007@22.291504",0.0224419960007756,0.1542,0.3584,0.4467,0.0078,0.007,0.7919,0.0408455585011942
"527.3007@22.38912",0.00512828569594082,0.1004,0.0199,0.002,0.292,0.0157,0.185,0.0120138161408404
"527.3012@22.195082",1.31752122957129e-05,0.0598,2e-04,0,0.0079,2e-04,0.2156,0.000135806034432733
"527.3583@22.689032",0.145935753267833,0.4366,0.1162,0.7316,0.0249,0.247,0.178,0.197728927582302
"529.3178@22.415306 - 22.44132",6.11563247709945e-07,0.018,0,0,0.0043,1e-04,0.3256,1.24165871504746e-05
"530.1072@8.563332",0.00288732450201268,0.1496,0.0038,0.007,0.0126,0.0197,0.6223,0.00778473809395772
"530.2169@22.998678",0.139163897259602,0.9543,0.1143,0.3602,0.0353,0.1778,0.2975,0.190479695942662
"530.3715@23.254654",0.635828051324422,0.9945,0.8584,0.3505,0.83,0.264,0.3955,0.670873691948603
"531.0949@16.48582",0.294703530761502,0.5311,0.0686,0.4586,0.2027,0.9488,0.183,0.35259172430394
"531.3092@22.262861",0.860603990297729,0.6867,0.639,0.3993,0.9348,0.6631,0.7412,0.876298895895864
"531.3333@22.62956",4.79143573706153e-08,0.0041,0,0,0.002,0,0.2691,2.79153212507063e-06
"532.3146@18.156267",0.000469030004432214,0.844,7e-04,0.0062,4e-04,0.0037,0.2359,0.00203398124899407
"532.3158@18.57611",0.000510414789805069,0.6547,0.001,0.0102,3e-04,0.0032,0.2132,0.00218515773638119
"532.3159@18.89041",0.00034728786813043,0.751,6e-04,0.0063,3e-04,0.0027,0.2164,0.00163286225717465
"532.3161@17.833155",0.000569056169249071,0.8397,0.0011,0.0051,6e-04,0.003,0.3399,0.00236079029967107
"533.3078@22.39764",0.0324058262541901,0.2912,0.0629,0.0085,0.3118,0.0407,0.3362,0.0561031100524738
"533.3472@22.79621",0.00311039366787591,0.0438,0.0036,0.0039,0.0489,0.0376,0.9809,0.008269697450305
"533.7993@0.59850013",8.2354881913993e-08,0,0,0,0.7317,0.6498,0.9304,3.33462904108675e-06
"534.2957@24.642872",0.174009097130664,0.1838,0.1089,0.0346,0.7076,0.3286,0.5855,0.230179852078074
"534.4618@22.869398",0.360950731128208,0.9095,0.3391,0.2556,0.2224,0.1362,0.8855,0.416242667566092
"535.364@22.964834",6.2907697939707e-09,0,0,0,0.0258,9e-04,0.3269,8.64151614043962e-07
"537.2169@22.571428",0.000303527991932562,0.223,0.0015,1e-04,0.0223,0.0023,0.563,0.00147365039561461
"537.2177@22.504066",0.000929901916423059,0.1154,0.0043,3e-04,0.0991,0.0088,0.3968,0.00339796555635704
"537.2594@22.340784",0.000499086148481265,3e-04,4e-04,2e-04,0.9661,0.8228,0.796,0.00215734012569321
"537.5116@24.366966",0.0156519550230853,0.0545,0.0372,0.0033,0.7879,0.0805,0.1587,0.0300280243344612
"537.8917@0.586919",5.5764845741102e-08,0,0,0,0.8614,0.5955,0.7464,3.11353722054486e-06
"539.0699@18.447582",0.142826555838893,0.9521,0.0455,0.6258,0.0479,0.6627,0.0869,0.194195248824749
"539.3032@24.18564",0.872345838876708,0.4681,0.792,0.8877,0.6556,0.4997,0.8816,0.886906998554468
"539.3213@21.770351",0.0718182610394447,0.9526,0.0783,0.0724,0.0538,0.0435,0.9152,0.109140877879874
"539.3216@21.959284",0.0644029151611589,0.1482,0.454,0.0166,0.4299,0.225,0.0539,0.0997686778219109
"541.3387@22.398932",0.000918651563307837,0.0086,0.0026,2e-04,0.5175,0.0476,0.2048,0.00338184916162775
"542.3444@17.476568",0.00321621015418938,0.6288,0.0092,0.0267,0.0033,0.0097,0.399,0.00843389746891149
"542.3444@18.155842",0.000775986440315291,0.9637,0.0011,0.0041,0.0012,0.0046,0.3884,0.00298799376443244
"542.3453@18.576645",0.00288452680548323,0.7164,0.0056,0.0148,0.0024,0.0059,0.4913,0.00778473809395772
"542.3454@17.832825",0.00107768848965872,0.7565,0.0026,0.0068,0.0012,0.003,0.4829,0.00376068379203825
"542.3455@18.890429",0.000792602382221008,0.7688,0.0019,0.0055,9e-04,0.0026,0.46,0.00302588943639929
"543.3323@22.495928",0.00755336281123342,0.0036,0.0209,0.0034,0.1706,0.9188,0.1375,0.0163250099468593
"543.3394@19.494902",0.000889293505529798,0.8019,0.001,0.0134,6e-04,0.0071,0.1826,0.00328279145291992
"543.3403@19.837177",0.000971862666314438,0.7598,0.0017,0.009,8e-04,0.0041,0.331,0.00351971884557121
"544.0898@8.570151",0.072743249164546,0.8196,0.0958,0.0281,0.1438,0.0473,0.6915,0.110156794915822
"544.0899@8.475861",0.311954650205647,0.4634,0.3631,0.4033,0.1131,0.1135,0.8703,0.370256183592176
"545.2783@22.258316",0.00060577503993986,1e-04,0.0053,0.02,0.0607,0.0052,0.3857,0.00244037932061752
"545.4569@23.872438",0.931053422705538,0.5618,0.8409,0.8143,0.6496,0.6334,0.9782,0.935241069284424
"547.0137@16.484913",0.136924555439906,0.9861,0.0432,0.5185,0.0409,0.5018,0.1146,0.18799324503954
"547.288@22.439026",0.0796099668148837,0.0191,0.3874,0.7263,0.1389,0.0298,0.5604,0.118136606347668
"547.2883@22.330175",0.655314590072422,0.6153,0.5694,0.2609,0.927,0.4125,0.4924,0.688598555368174
"550.1804@0.6717502",0.000800837917547814,0.002,6e-04,9e-04,0.0113,0.0461,0.3331,0.00304000795896337
"550.2031@23.237154",0.000581919017864752,0.001,0.0137,1e-04,0.2959,0.4123,0.0671,0.00239193706729683
"551.1721@1.8550489",0.321329362532526,0.1172,0.896,0.4495,0.1209,0.2905,0.5054,0.379032874818297
"553.2112@22.311857",0.273647172144336,0.3127,0.112,0.0875,0.4491,0.3555,0.9151,0.332747015130137
"553.2115@22.189732",2.59126964330392e-08,0,0,0,0.0069,7e-04,0.5535,2.04253018942779e-06
"553.3169@22.160221",0.0512338797017712,0.7314,0.033,0.0315,0.0657,0.0662,0.8883,0.0825161043273719
"553.3354@22.131004",0.799034439934433,0.6254,0.8998,0.3539,0.7709,0.6673,0.5098,0.82235495354235
"553.3367@22.277487",2.10317961063522e-05,0.0035,4e-04,0,0.2432,0.0064,0.1581,0.000190423018800756
"553.3739@22.788345",0.1806885027129,0.301,0.0326,0.1579,0.2235,0.7401,0.3283,0.237375091799301
"553.8653@0.5898573",0.000383498220148937,4e-04,6e-04,0.0052,0.5799,0.0068,0.0327,0.00173412505036852
"555.3523@22.655407",2.88895509736875e-08,0,0,0,0.0016,6e-04,0.9561,2.15066657248563e-06
"555.4854@23.872879",0.883676995475635,0.4512,0.7463,0.6137,0.6091,0.7166,0.8436,0.893680885990454
"557.3234@22.52863",7.69215865903394e-05,0.002,2e-04,0,0.3517,0.0559,0.2962,0.000517964452417361
"557.3242@22.395124",0.0894683102721905,0.5807,0.0164,0.226,0.0525,0.523,0.1387,0.131455631320982
"557.3473@22.72408",5.42336531239584e-09,0,0,0,0.003,2e-04,0.6694,8.64151614043962e-07
"558.1435@1.8472896",0.214029280953078,0.6938,0.5255,0.7803,0.0433,0.1333,0.4218,0.273924772184456
"558.2957@24.651413",0.00298856048915219,0.0253,0.0069,6e-04,0.4111,0.0237,0.1401,0.0079615726748786
"559.2439@22.019056",0.0109411875810516,0.0267,0.0016,0.0136,0.1124,0.7489,0.1622,0.022247634838557
"559.2443@22.138386",0.445002890997043,0.7557,0.5869,0.3197,0.3467,0.1326,0.641,0.494857986668911
"559.3348@18.89055",0.000350124188398082,0.5385,9e-04,0.0117,2e-04,0.0024,0.1745,0.00163472617579592
"559.4729@24.099762",0.13285696995627,0.0805,0.0406,0.0316,0.6556,0.6043,0.983,0.183534370867424
"560.3009@19.444628",0.000280043647157835,0.4521,0.0011,0.0092,2e-04,0.0013,0.2399,0.00138471766491328
"560.3022@18.08954",0.00105990442380766,0.5888,0.0021,0.0171,6e-04,0.0043,0.2534,0.0037322893329453
"560.4827@22.478266",0.00395748428022702,0.3617,0.0083,0.0016,0.0553,0.0131,0.6611,0.00985693110688514
"561.2601@22.239105",0.00319385522417592,0.2339,0.0091,0.0011,0.0891,0.012,0.461,0.00842473622125145
"562.3871@23.500498",0.149976223455011,0.7289,0.1759,0.1271,0.096,0.0618,0.9608,0.202051164397779
"563.2341@22.59761",1.00794398316673e-06,0.0061,0,0,0.0033,0.0014,0.9884,1.7315960736454e-05
"563.5265@24.542042",0.00662489952139389,0.0052,0.0122,0.0013,0.6308,0.4475,0.2236,0.0147464540841658
"565.1997@2.5137072",0.00145791617365798,0.9846,0.0678,0.0756,5e-04,2e-04,0.8549,0.00476266904536508
"565.3365@22.072557",0.458206431927836,0.4825,0.9271,0.4545,0.2061,0.9581,0.1647,0.507016200481668
"565.3371@22.211334",0.136851879371126,0.5112,0.6921,0.4032,0.1342,0.0246,0.5148,0.18799324503954
"565.5425@25.015924",0.0065284281282767,0.0091,0.0591,0.0047,0.0745,0.4643,0.0141,0.0146534232694988
"566.9946@8.497581",0.0738659336874545,0.9597,0.081,0.0506,0.0736,0.0453,0.9652,0.111715971942651
"566.9955@8.556857",0.0515010051599809,0.9908,0.0756,0.0302,0.0772,0.0311,0.8126,0.082846754999249
"566.9959@8.57388",0.0754666172596721,0.9914,0.0495,0.0747,0.0485,0.0731,0.6919,0.113496371636319
"567.3539@22.395376",0.0665661643892863,0.9683,0.4855,0.0235,0.5089,0.0251,0.1264,0.102527195726027
"567.3542@22.530584",0.260543110346972,0.7695,0.1212,0.8155,0.1905,0.5772,0.0621,0.320594828158808
"569.2729@22.165106",0.266235527268609,0.3446,0.1267,0.0694,0.5091,0.3338,0.8045,0.326469880083633
"569.273@22.019245",0.264130176345221,0.1106,0.0784,0.3264,0.808,0.4582,0.3366,0.32471049202073
"569.3658@22.740221",0.349889175333643,0.3359,0.1442,0.9717,0.5773,0.3246,0.1321,0.405230332711393
"569.3695@22.841505",0.000386942828403125,0.1215,2e-04,6e-04,0.0056,0.0179,0.4335,0.00173412505036852
"569.5007@24.0988",0.060229524098496,0.0513,0.0222,0.0124,0.6041,0.4339,0.8418,0.0941745184270533
"569.8397@0.5936047",0.00337771258740782,0.0185,0.0081,5e-04,0.6437,0.0775,0.2171,0.00872087642991615
"571.2875@22.24026",0.000199394542503728,0.1773,6e-04,1e-04,0.0146,0.0029,0.6434,0.00108173557471658
"571.472@23.986673",0.199464985698859,0.0697,0.0735,0.049,0.9897,0.8809,0.8757,0.258494275470475
"572.4364@24.577751",0.172135174082677,0.0704,0.9242,0.8885,0.1153,0.0532,0.8236,0.228151467132332
"573.3039@22.495655",1.32977477040885e-05,0.3244,0,0,4e-04,4e-04,0.8215,0.000135921064645143
"573.4884@24.364182",0.00444417701196542,0.0924,0.0122,0.0027,0.1391,0.0107,0.3082,0.0106723964086625
"574.4989@22.477314",0.00474569544426262,0.2728,0.0053,0.0021,0.0506,0.0234,0.8864,0.011275233856936
"575.045@18.447226",0.152456971753524,0.6926,0.0862,0.8772,0.0334,0.5508,0.0839,0.204907063339742
"575.3198@22.68435",1.49627663034169e-05,0.3609,1e-04,0,7e-04,3e-04,0.925,0.000148519309974656
"575.6437@24.578444",4.23247941135907e-05,0.0022,0,0,0.0122,0.0116,0.8413,0.000319818588995263
"579.226@22.439314",1.39908074758832e-06,0.0794,0,0,2e-04,3e-04,0.5748,2.20560964913924e-05
"579.2281@22.329977",2.94203491346678e-07,0.0155,0,0,0.0011,1e-04,0.654,7.43835242272734e-06
"579.3071@22.201517",0.103480002270343,0.1048,0.1611,0.0201,0.7808,0.3122,0.2126,0.14910021832501
"579.3082@22.078083",0.0411435615804525,0.0223,0.0074,0.0322,0.5557,0.7396,0.3506,0.0690881861125393
"580.2707@19.837969",0.000682758773397296,0.8423,0.002,0.0033,0.0013,0.0019,0.6051,0.00269881049071498
"581.2416@22.708576",0.00550076887079876,0.0282,0.0598,5e-04,0.8766,0.1187,0.1162,0.0126867991168164
"581.5008@23.988512",0.280775110188124,0.0812,0.1271,0.0791,0.7745,0.9421,0.8142,0.338953736623501
"583.5166@24.365",0.0199392754146756,0.0572,0.0484,0.004,0.897,0.0996,0.1476,0.0369552269096338
"584.3433@22.51895",0.293275696907358,0.4901,0.0939,0.7443,0.2473,0.6467,0.104,0.351511121516869
"584.3834@23.44209",0.00743018210533741,0.7219,0.1256,0.0106,0.0561,0.0024,0.3352,0.0161630584758963
"584.4763@22.86817",0.0744584125269604,0.2506,0.0306,0.0222,0.251,0.2287,0.9521,0.112358415299692
"585.4882@24.244865",0.619574203364417,0.3886,0.8165,0.6057,0.2239,0.6591,0.3981,0.658912248022475
"585.8131@0.59653133",6.83433762049823e-06,0,0,0,0.7281,0.452,0.7233,8.17846622558944e-05
"586.2623@22.047522",0.0321908074931756,0.0661,0.1984,0.5909,0.5278,0.0075,0.0437,0.0558752358042167
"586.4938@22.94814",0.0905994595492248,0.2872,0.036,0.0286,0.2414,0.228,0.9317,0.132971824530078
"586.4983@22.61186",0.00834068888846573,0.0501,0.0094,0.0014,0.3995,0.1282,0.5528,0.0176835079234742
"587.504@24.662064",0.0481468170967242,0.064,0.0742,0.0184,0.8546,0.1095,0.0901,0.07867894501172
"588.5137@22.862762",0.0560325178999249,0.6355,0.0677,0.0247,0.1285,0.0426,0.7036,0.0887512694868787
"589.3371@22.201853",0.424419881464362,0.9788,0.4397,0.2524,0.3471,0.1501,0.6896,0.475520602978466
"589.338@22.077484",0.279030944715215,0.0809,0.0881,0.1547,0.9832,0.5947,0.6275,0.337456196677246
"589.9048@0.58207697",2.42159486569804e-05,0,0,0,0.7953,0.299,0.4683,0.000209350781937766
"590.083@1.846686",0.583371078614225,0.5948,0.8349,0.8866,0.1771,0.4172,0.4788,0.624873897156724
"590.5246@23.207186",6.99480144805698e-07,3e-04,0,0,0.1003,0.0063,0.3033,1.35841071599947e-05
"591.3514@22.292776",0.344872439043841,0.5373,0.1193,0.3013,0.1727,0.5422,0.3721,0.400111747462118
"591.3528@22.427809",0.230000946259617,0.8929,0.1245,0.1828,0.117,0.1684,0.7157,0.288848423606267
"593.2721@22.03974",0.0935507998842415,0.6358,0.074,0.664,0.0474,0.9319,0.0306,0.136110827193142
"593.2721@22.145317",0.620784404761136,0.9672,0.8652,0.3783,0.8171,0.3412,0.2526,0.659675735432136
"593.3661@22.612621",0.000993651317339861,0.0567,0.0924,1e-04,0.8124,0.0257,0.0143,0.00357928162697692
"594.4125@23.44228",0.00613999847241431,0.5255,0.0301,0.0392,0.004,0.0039,0.7556,0.0139450812763308
"595.2885@22.196367",0.00890189347482839,0.2065,0.1084,0.0014,0.6775,0.0267,0.0812,0.0186967668593574
"595.2889@22.291878",0.00136058011033646,0.6803,0.0295,0.0026,0.0292,8e-04,0.2147,0.00450759602389319
"595.384@22.806778",0.000249962347465327,0.0023,2e-04,1e-04,0.1224,0.2321,0.5812,0.00127357241674349
"595.3969@22.900043",3.56264445596777e-05,0.0039,0.0026,0,0.4372,0.0108,0.173,0.000280820210058636
"595.5164@24.24015",0.218091907854017,0.0979,0.6417,0.1165,0.1545,0.8759,0.1867,0.278326815737507
"596.4207@22.872114",0.750708291362409,0.5581,0.7836,0.8826,0.6758,0.3004,0.5522,0.774999314657649
"597.3044@22.433336",0.000422615365887724,0.4898,0.0054,5e-04,0.0128,6e-04,0.3377,0.00185424248676779
"597.5323@24.662085",0.000367934755743149,0.009,0.0114,2e-04,0.887,0.0117,0.0111,0.00169427000926398
"598.492@23.990007",0.608696627458077,0.3235,0.2045,0.2466,0.6664,0.8224,0.8072,0.648889006200336
